CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NO2(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,AH,NOx(GT)
2.0,985.0,5.8,805.0,107.0,895.0,1390.0,785.0,76.6,1.3334,240.0
0.7,795.0,2.2,596.0,57.0,1227.0,1188.0,482.0,75.4,1.1988,93.0
0.6,787.0,2.0,584.0,60.0,1317.0,1129.0,446.0,60.5,1.0213,99.0
1.2,839.0,3.8,701.0,22.0,1128.0,1156.0,553.0,50.9,0.888,55.0
1.2,835.0,3.9,705.0,2.0,1117.0,1161.0,592.0,50.0,0.8773,19.0
1.1,837.0,3.7,693.0,7.0,1096.0,1178.0,584.0,53.6,0.9326,26.0
0.6,761.0,1.7,563.0,8.0,1316.0,1106.0,451.0,53.9,0.9334,26.0
0.3,718.0,1.0,499.0,109.0,1495.0,1059.0,382.0,52.4,0.9017,180.0
0.3,724.0,1.0,495.0,27.0,1531.0,1071.0,391.0,53.1,0.9181,42.0
0.3,718.0,0.9,486.0,14.0,1531.0,1072.0,398.0,53.7,0.9295,32.0
0.4,744.0,1.3,525.0,3.0,1434.0,1097.0,430.0,53.3,0.9308,25.0
0.6,782.0,2.1,591.0,9.0,1287.0,1130.0,461.0,52.7,0.9178,28.0
0.7,798.0,2.5,619.0,14.0,1204.0,1138.0,500.0,51.1,0.9056,41.0
1.0,867.0,4.6,744.0,52.0,1067.0,1207.0,594.0,47.7,0.9142,130.0
1.1,862.0,4.3,729.0,64.0,1103.0,1171.0,603.0,41.9,0.8674,173.0
1.5,915.0,6.5,834.0,66.0,1006.0,1243.0,686.0,37.0,0.8104,168.0
1.4,857.0,6.0,813.0,14.0,1040.0,1183.0,622.0,34.8,0.7709999999999999,51.0
1.4,837.0,6.0,812.0,9.0,1065.0,1171.0,624.0,31.2,0.7127,31.0
1.0,805.0,4.5,740.0,12.0,1161.0,1117.0,565.0,31.1,0.7104,41.0
0.9,781.0,3.9,705.0,14.0,1203.0,1068.0,514.0,28.6,0.6717,41.0
1.1,815.0,4.6,743.0,21.0,1183.0,1095.0,536.0,24.8,0.6514,54.0
1.3,877.0,6.7,844.0,43.0,1048.0,1193.0,669.0,27.7,0.6853,112.0
1.8,926.0,8.9,935.0,62.0,931.0,1262.0,786.0,30.3,0.7045,178.0
2.4,987.0,9.8,971.0,68.0,876.0,1312.0,891.0,33.0,0.7384,218.0
2.7,1004.0,10.8,1007.0,81.0,848.0,1321.0,926.0,32.3,0.7163,241.0
1.7,897.0,7.4,875.0,88.0,937.0,1227.0,902.0,33.2,0.6975,223.0
2.2,1002.0,10.3,989.0,99.0,840.0,1358.0,1011.0,36.5,0.7366,279.0
2.8,1126.0,13.8,1111.0,98.0,746.0,1473.0,1249.0,39.9,0.8035,330.0
2.4,1067.0,10.9,1013.0,97.0,794.0,1350.0,1133.0,43.0,0.8242,330.0
2.5,1063.0,11.7,1040.0,101.0,739.0,1413.0,1166.0,52.2,0.9136,341.0
1.4,915.0,7.8,893.0,90.0,872.0,1287.0,953.0,51.9,0.9135,205.0
1.4,906.0,7.7,885.0,109.0,872.0,1304.0,912.0,59.4,0.9176,180.0
1.8,844.0,5.5,786.0,61.0,969.0,1226.0,831.0,59.9,0.9173,130.0
0.9,816.0,4.5,739.0,55.0,999.0,1188.0,793.0,63.2,0.9146,102.0
0.6,768.0,3.3,671.0,46.0,1128.0,1153.0,700.0,57.6,0.8941,79.0
1.0,835.0,5.4,785.0,56.0,989.0,1224.0,780.0,63.2,0.8964,148.0
1.6,944.0,8.2,908.0,83.0,865.0,1321.0,931.0,56.4,0.9319,261.0
0.9,810.0,3.0,651.0,55.0,1170.0,1117.0,575.0,38.6,0.8831,107.0
0.9,819.0,3.0,655.0,47.0,1222.0,1104.0,507.0,33.4,0.8519,103.0
1.0,844.0,3.5,680.0,61.0,1147.0,1129.0,518.0,32.2,0.8407,122.0
1.0,846.0,3.6,688.0,58.0,1127.0,1138.0,518.0,30.2,0.8217,127.0
0.9,842.0,4.0,711.0,59.0,1077.0,1160.0,516.0,30.4,0.8063,110.0
0.9,840.0,4.2,722.0,54.0,1048.0,1169.0,507.0,30.5,0.7981,98.0
0.9,815.0,3.1,657.0,69.0,1166.0,1098.0,490.0,29.5,0.7761,146.0
0.9,838.0,3.5,685.0,54.0,1176.0,1121.0,465.0,27.1,0.7681,119.0
2.7,992.0,10.3,987.0,95.0,823.0,1327.0,781.0,27.0,0.7538,234.0
2.2,990.0,7.8,891.0,99.0,908.0,1278.0,765.0,31.4,0.7943,261.0
3.3,1066.0,10.7,1004.0,127.0,795.0,1384.0,1006.0,35.5,0.833,371.0
2.1,971.0,7.3,870.0,98.0,911.0,1287.0,798.0,36.3,0.8193,266.0
1.8,963.0,7.7,887.0,112.0,853.0,1311.0,938.0,39.7,0.8482,268.0
1.9,1010.0,8.6,925.0,115.0,829.0,1351.0,996.0,42.7,0.8745,294.0
2.3,1054.0,10.0,978.0,114.0,768.0,1398.0,1109.0,47.6,0.9208,303.0
1.9,998.0,8.5,920.0,103.0,802.0,1365.0,1042.0,51.3,0.9634,241.0
1.3,919.0,5.8,802.0,81.0,891.0,1265.0,940.0,55.2,0.9881,142.0
1.0,884.0,5.0,764.0,75.0,921.0,1247.0,900.0,58.9,0.9891,110.0
0.6,803.0,2.9,648.0,109.0,1079.0,1178.0,774.0,61.0,0.9799,180.0
0.6,820.0,3.4,674.0,64.0,1024.0,1188.0,790.0,62.6,0.9948,104.0
0.9,894.0,5.6,794.0,71.0,889.0,1266.0,908.0,61.7,0.9844,179.0
1.5,988.0,9.0,941.0,99.0,801.0,1399.0,1035.0,60.3,0.9802,361.0
5.5,1372.0,26.9,1477.0,132.0,542.0,1973.0,1556.0,57.7,0.9778,799.0
4.0,1209.0,18.8,1262.0,135.0,618.0,1708.0,1392.0,50.3,0.958,614.0
1.8,951.0,8.2,908.0,94.0,873.0,1314.0,904.0,40.2,0.9108,275.0
1.9,992.0,9.1,943.0,103.0,847.0,1351.0,936.0,33.6,0.8886,325.0
1.7,964.0,9.2,947.0,123.0,862.0,1328.0,907.0,29.6,0.8537,327.0
1.6,917.0,8.3,910.0,95.0,886.0,1275.0,744.0,30.7,0.7961,252.0
1.9,937.0,9.1,942.0,90.0,852.0,1276.0,773.0,29.5,0.7838,226.0
1.6,961.0,9.2,949.0,99.0,853.0,1306.0,812.0,27.0,0.7845,230.0
1.8,969.0,9.6,962.0,107.0,829.0,1316.0,856.0,28.3,0.8012,244.0
2.0,1020.0,11.8,1042.0,112.0,788.0,1401.0,927.0,27.2,0.8128,251.0
3.1,1107.0,17.3,1219.0,132.0,683.0,1582.0,1131.0,25.8,0.8065,346.0
3.9,1119.0,17.8,1233.0,148.0,670.0,1539.0,1270.0,29.2,0.7773,407.0
4.3,1173.0,20.9,1322.0,158.0,633.0,1679.0,1365.0,32.5,0.7873,490.0
3.5,1097.0,14.9,1144.0,145.0,702.0,1517.0,1274.0,36.8,0.8066,434.0
2.4,1018.0,11.3,1024.0,128.0,758.0,1400.0,1169.0,39.9,0.8232,345.0
1.5,932.0,8.4,914.0,105.0,837.0,1298.0,1000.0,42.8,0.8463,192.0
1.3,897.0,6.8,849.0,90.0,891.0,1253.0,910.0,46.6,0.8793,157.0
1.0,840.0,4.9,758.0,85.0,994.0,1189.0,829.0,46.8,0.9054,148.0
0.8,802.0,3.5,680.0,73.0,1091.0,1137.0,756.0,51.9,0.8982,105.0
0.5,765.0,2.8,637.0,74.0,1138.0,1113.0,742.0,52.8,0.8929,141.0
0.4,741.0,2.1,595.0,109.0,1191.0,1080.0,686.0,54.5,0.8887,180.0
0.5,748.0,2.2,595.0,61.0,1208.0,1089.0,677.0,59.8,0.8801,107.0
0.7,791.0,3.9,704.0,69.0,1057.0,1154.0,748.0,62.7,0.8726,166.0
1.2,875.0,7.3,871.0,82.0,890.0,1253.0,890.0,62.6,0.8825,241.0
2.4,1085.0,15.5,1164.0,120.0,707.0,1503.0,1155.0,58.2,0.8944,368.0
4.3,1268.0,27.1,1482.0,135.0,550.0,1849.0,1533.0,55.7,0.9087,498.0
4.1,1236.0,21.3,1332.0,152.0,601.0,1683.0,1550.0,45.7,0.9224,641.0
3.7,1274.0,19.9,1294.0,177.0,615.0,1595.0,2236.0,37.2,0.9155,667.0
3.4,1250.0,19.4,1280.0,181.0,618.0,1663.0,2178.0,29.8,0.9008,550.0
3.8,1224.0,21.8,1347.0,176.0,602.0,1670.0,1901.0,26.4,0.8969,483.0
4.1,1220.0,21.7,1344.0,163.0,605.0,1676.0,1743.0,26.8,0.8451,524.0
3.4,1166.0,18.9,1265.0,174.0,640.0,1570.0,1502.0,24.8,0.8283,481.0
2.3,1050.0,13.0,1084.0,117.0,748.0,1402.0,1153.0,24.4,0.8174,305.0
3.2,1174.0,18.8,1264.0,145.0,670.0,1598.0,1287.0,21.3,0.8382,396.0
4.8,1323.0,26.8,1474.0,173.0,554.0,1854.0,1547.0,23.3,0.8681,501.0
6.7,1432.0,36.9,1706.0,204.0,488.0,2098.0,1842.0,27.9,0.8559,702.0
7.5,1479.0,39.3,1756.0,209.0,466.0,2165.0,1908.0,33.6,0.9302,755.0
4.5,1309.0,23.1,1379.0,175.0,555.0,1841.0,1693.0,45.8,1.1159,524.0
2.1,1089.0,11.6,1037.0,129.0,707.0,1480.0,1336.0,48.6,1.113,247.0
1.5,1009.0,8.3,911.0,111.0,788.0,1359.0,1177.0,47.7,1.0885,196.0
1.1,930.0,5.7,796.0,85.0,883.0,1263.0,977.0,49.1,1.0435,135.0
1.1,929.0,5.9,805.0,86.0,879.0,1270.0,974.0,53.9,1.0498,146.0
0.9,872.0,4.1,718.0,71.0,981.0,1223.0,872.0,56.8,1.047,106.0
0.5,790.0,2.2,601.0,60.0,1150.0,1157.0,734.0,53.4,1.0541,70.0
0.4,793.0,2.0,581.0,109.0,1169.0,1152.0,668.0,58.8,1.0309,180.0
1.8,789.0,2.2,596.0,48.0,1145.0,1161.0,698.0,62.1,1.0236,62.0
0.4,769.0,2.0,586.0,45.0,1221.0,1134.0,650.0,52.5,1.013,60.0
0.7,852.0,4.0,713.0,53.0,1029.0,1203.0,749.0,58.3,0.9986,92.0
2.0,1100.0,13.4,1097.0,94.0,739.0,1516.0,1106.0,59.2,0.9985,277.0
4.2,1326.0,28.0,1504.0,122.0,510.0,1968.0,1609.0,59.0,1.0086,600.0
5.2,1433.0,28.6,1518.0,170.0,499.0,1973.0,1770.0,47.8,1.0434,693.0
3.8,1310.0,21.4,1334.0,174.0,573.0,1747.0,1633.0,38.8,1.04,617.0
3.7,1304.0,19.1,1272.0,191.0,593.0,1673.0,1583.0,33.3,1.0679,569.0
3.4,1286.0,19.6,1286.0,179.0,593.0,1728.0,1449.0,30.4,1.081,409.0
3.1,1217.0,15.8,1175.0,148.0,621.0,1644.0,1451.0,34.8,1.1152,335.0
2.4,1104.0,13.5,1099.0,129.0,698.0,1483.0,1147.0,28.5,0.9658,290.0
2.8,1143.0,15.9,1176.0,148.0,677.0,1551.0,1108.0,25.1,0.9158,312.0
3.6,1205.0,19.9,1295.0,184.0,626.0,1613.0,1267.0,23.2,0.8917,440.0
4.0,1276.0,21.6,1340.0,188.0,597.0,1677.0,1303.0,26.3,0.9317,450.0
5.6,1440.0,31.0,1573.0,204.0,491.0,1997.0,1643.0,33.0,1.0473,578.0
6.3,1467.0,34.1,1643.0,201.0,467.0,2088.0,1749.0,36.9,1.0346,615.0
4.7,1339.0,22.8,1373.0,165.0,541.0,1797.0,1585.0,43.3,1.1019,536.0
1.9,1108.0,12.3,1061.0,133.0,685.0,1454.0,1315.0,44.8,1.1088,238.0
1.9,1116.0,10.9,1012.0,125.0,699.0,1445.0,1290.0,49.3,1.1148,249.0
1.2,981.0,7.1,860.0,101.0,812.0,1298.0,1059.0,47.8,1.1281,150.0
0.9,947.0,5.7,798.0,79.0,869.0,1276.0,943.0,50.3,1.1201,108.0
1.8,939.0,5.3,776.0,109.0,879.0,1259.0,913.0,53.1,1.1056,180.0
1.8,862.0,2.9,644.0,109.0,1030.0,1173.0,720.0,56.1,1.1103,180.0
1.8,827.0,1.9,577.0,109.0,1138.0,1143.0,640.0,50.3,1.1087,180.0
1.8,879.0,2.4,611.0,109.0,1036.0,1189.0,779.0,59.6,1.117,180.0
1.8,911.0,4.0,710.0,109.0,932.0,1226.0,850.0,57.1,1.1311,180.0
1.8,1051.0,8.1,901.0,109.0,778.0,1379.0,1020.0,57.6,1.1471,180.0
1.8,1496.0,24.8,1425.0,109.0,520.0,1946.0,1605.0,57.0,1.1665,180.0
1.8,1610.0,36.3,1692.0,109.0,436.0,2197.0,1866.0,55.9,1.1779,180.0
1.8,1428.0,20.9,1321.0,109.0,544.0,1779.0,1621.0,57.2,1.2146,180.0
1.8,1459.0,22.2,1356.0,109.0,525.0,1795.0,1712.0,53.0,1.2407,180.0
1.8,1486.0,23.5,1390.0,109.0,504.0,1835.0,1770.0,50.1,1.2539,180.0
1.7,1158.0,10.8,1008.0,109.0,695.0,1489.0,1175.0,42.8,1.3053,180.0
1.7,1200.0,11.2,1021.0,101.0,678.0,1510.0,1157.0,44.1,1.3477,223.0
2.2,1290.0,15.1,1151.0,113.0,613.0,1638.0,1219.0,43.4,1.4049,267.0
2.8,1366.0,17.4,1223.0,121.0,578.0,1744.0,1288.0,42.6,1.4172,308.0
3.9,1505.0,23.4,1388.0,146.0,516.0,1978.0,1503.0,44.8,1.4644,422.0
6.5,1728.0,35.9,1683.0,188.0,419.0,2365.0,1861.0,47.9,1.5346,623.0
6.3,1673.0,34.0,1643.0,182.0,436.0,2259.0,1781.0,50.0,1.5241,572.0
5.7,1636.0,30.1,1553.0,166.0,449.0,2130.0,1745.0,54.4,1.5687,514.0
4.4,1468.0,20.0,1296.0,142.0,529.0,1854.0,1590.0,59.5,1.6155,414.0
1.6,1180.0,10.5,997.0,84.0,677.0,1549.0,1127.0,61.3,1.6133,143.0
1.5,1138.0,9.0,938.0,87.0,700.0,1500.0,1098.0,61.3,1.6053,147.0
1.7,1192.0,10.7,1004.0,91.0,665.0,1577.0,1176.0,64.7,1.5956,159.0
1.9,1176.0,10.4,993.0,91.0,659.0,1572.0,1178.0,66.4,1.5591,206.0
1.6,1137.0,9.7,967.0,74.0,687.0,1557.0,1091.0,69.3,1.5418,140.0
1.3,1035.0,6.9,851.0,69.0,764.0,1465.0,1002.0,70.8,1.5417,132.0
0.8,943.0,4.0,709.0,109.0,893.0,1348.0,876.0,65.8,1.5442,180.0
0.6,904.0,3.0,655.0,54.0,968.0,1326.0,824.0,67.2,1.5322,81.0
0.7,966.0,4.3,726.0,60.0,872.0,1371.0,892.0,70.3,1.5308,120.0
1.6,1124.0,9.8,972.0,69.0,674.0,1568.0,1092.0,71.8,1.5372,279.0
2.9,1348.0,17.2,1217.0,91.0,559.0,1816.0,1413.0,66.3,1.555,392.0
4.1,1499.0,27.9,1501.0,97.0,469.0,2130.0,1565.0,64.3,1.5630000000000002,433.0
3.7,1427.0,20.5,1311.0,114.0,503.0,1900.0,1594.0,59.3,1.5705,531.0
3.6,1473.0,21.2,1330.0,129.0,497.0,1908.0,1677.0,56.6,1.5929,619.0
3.4,1440.0,19.9,1294.0,137.0,506.0,1879.0,1616.0,54.7,1.587,522.0
3.7,1474.0,21.1,1326.0,134.0,485.0,1943.0,1610.0,56.2,1.6048,505.0
4.1,1485.0,22.3,1359.0,132.0,477.0,2005.0,1614.0,54.4,1.5963,465.0
3.2,1063.0,8.2,909.0,123.0,806.0,1463.0,963.0,49.6,0.9954,383.0
2.4,1306.0,12.9,1079.0,105.0,603.0,1668.0,1286.0,47.4,1.517,278.0
3.4,1464.0,18.4,1251.0,136.0,530.0,1853.0,1487.0,45.4,1.54,372.0
5.6,1629.0,26.5,1466.0,169.0,458.0,2130.0,1703.0,46.9,1.5375,540.0
1.8,1629.0,29.4,1536.0,109.0,435.0,2205.0,1773.0,49.6,1.5805,180.0
1.8,1707.0,33.7,1637.0,109.0,411.0,2338.0,1848.0,54.3,1.6117,180.0
1.8,1424.0,19.9,1293.0,109.0,524.0,1902.0,1550.0,58.1,1.5951,180.0
1.8,1297.0,13.5,1100.0,109.0,598.0,1710.0,1350.0,63.2,1.5993,180.0
1.8,1214.0,11.2,1022.0,109.0,645.0,1592.0,1235.0,63.0,1.5798,180.0
1.8,1160.0,9.1,944.0,109.0,686.0,1523.0,1162.0,64.1,1.554,180.0
1.8,1232.0,10.9,1012.0,109.0,642.0,1595.0,1211.0,64.0,1.5346,180.0
1.8,1134.0,8.4,914.0,109.0,699.0,1512.0,1097.0,63.4,1.5190000000000001,180.0
1.8,1071.0,7.1,860.0,109.0,742.0,1500.0,1021.0,64.4,1.5219999999999998,180.0
1.8,968.0,4.3,730.0,109.0,858.0,1388.0,913.0,61.0,1.5290000000000001,180.0
1.8,994.0,4.0,711.0,109.0,867.0,1384.0,909.0,64.0,1.5247,180.0
1.8,1046.0,5.8,804.0,109.0,774.0,1458.0,983.0,65.3,1.5321,180.0
1.8,1066.0,6.3,827.0,109.0,751.0,1479.0,1024.0,65.9,1.5321,180.0
1.8,1277.0,12.3,1061.0,109.0,612.0,1691.0,1243.0,65.6,1.5368,180.0
1.8,1290.0,13.3,1093.0,109.0,592.0,1677.0,1253.0,62.8,1.5481,180.0
1.8,1268.0,12.5,1066.0,109.0,608.0,1665.0,1240.0,57.5,1.5518,180.0
1.8,1243.0,10.5,997.0,109.0,648.0,1587.0,1155.0,51.9,1.5426,180.0
1.8,1300.0,12.1,1053.0,109.0,614.0,1650.0,1193.0,48.9,1.5437,180.0
1.8,1278.0,12.1,1053.0,109.0,630.0,1641.0,1153.0,47.8,1.5662,180.0
1.8,1249.0,11.2,1023.0,109.0,639.0,1640.0,1034.0,49.2,1.5988,180.0
1.8,1145.0,7.2,867.0,109.0,739.0,1499.0,870.0,49.6,1.6213,180.0
1.8,1199.0,8.7,928.0,109.0,704.0,1533.0,890.0,48.8,1.5913,180.0
1.8,1236.0,9.6,962.0,109.0,690.0,1589.0,946.0,45.9,1.5626,180.0
1.8,1289.0,11.6,1037.0,109.0,638.0,1648.0,1033.0,48.9,1.565,180.0
1.8,1299.0,12.7,1072.0,109.0,617.0,1688.0,1107.0,52.5,1.5830000000000002,180.0
1.8,1506.0,20.7,1315.0,109.0,512.0,1954.0,1395.0,54.6,1.5936,180.0
1.8,1432.0,17.8,1234.0,109.0,553.0,1849.0,1342.0,57.9,1.5958,180.0
1.8,1193.0,11.2,1021.0,109.0,666.0,1633.0,1152.0,61.1,1.6012,180.0
1.8,1188.0,10.8,1007.0,109.0,668.0,1577.0,1128.0,65.6,1.5898,180.0
1.8,1162.0,9.4,953.0,109.0,691.0,1526.0,1104.0,60.8,1.5630000000000002,180.0
1.8,1106.0,8.5,921.0,109.0,720.0,1506.0,1055.0,62.8,1.5505,180.0
1.8,1037.0,6.5,836.0,109.0,788.0,1467.0,904.0,63.2,1.524,180.0
1.8,982.0,5.1,768.0,109.0,850.0,1416.0,835.0,61.5,1.5241,180.0
1.8,944.0,4.5,740.0,109.0,881.0,1412.0,781.0,64.6,1.518,180.0
1.8,929.0,3.9,703.0,109.0,908.0,1391.0,761.0,64.4,1.5035,180.0
1.8,906.0,3.3,672.0,109.0,948.0,1377.0,742.0,65.3,1.5153,180.0
1.8,907.0,3.2,665.0,109.0,972.0,1370.0,779.0,66.0,1.5141,180.0
1.8,1013.0,5.4,781.0,109.0,829.0,1469.0,894.0,66.4,1.5145,180.0
1.8,1055.0,5.6,795.0,109.0,800.0,1476.0,927.0,64.1,1.5178,180.0
1.8,1138.0,7.5,880.0,109.0,727.0,1538.0,1034.0,60.8,1.5496,180.0
1.8,1250.0,10.7,1003.0,109.0,647.0,1638.0,1217.0,54.5,1.5553,180.0
1.8,1165.0,8.4,916.0,109.0,711.0,1517.0,1093.0,46.6,1.5105,180.0
1.8,1229.0,11.3,1025.0,109.0,663.0,1588.0,1073.0,43.7,1.5031,180.0
1.8,1168.0,8.3,911.0,109.0,715.0,1517.0,969.0,41.8,1.5056,180.0
1.8,1092.0,6.0,814.0,109.0,794.0,1446.0,777.0,42.8,1.5344,180.0
1.8,1109.0,6.7,843.0,109.0,769.0,1458.0,743.0,43.3,1.5255,180.0
1.8,1133.0,6.2,823.0,109.0,775.0,1449.0,777.0,44.4,1.551,180.0
1.8,1192.0,7.7,887.0,109.0,716.0,1488.0,819.0,44.4,1.5538,180.0
1.8,1298.0,11.0,1015.0,109.0,647.0,1619.0,1056.0,51.9,1.5868,180.0
1.8,1524.0,20.8,1320.0,109.0,514.0,1925.0,1481.0,55.6,1.6074,180.0
1.8,1540.0,21.4,1336.0,109.0,498.0,1929.0,1590.0,59.6,1.6261,180.0
1.8,1190.0,10.4,992.0,109.0,654.0,1587.0,1211.0,61.4,1.5946,180.0
1.8,1092.0,8.3,911.0,109.0,735.0,1506.0,1052.0,59.8,1.5619999999999998,180.0
1.8,1079.0,7.8,890.0,109.0,745.0,1522.0,1000.0,64.9,1.5473,180.0
1.8,995.0,5.5,789.0,109.0,828.0,1432.0,874.0,66.9,1.5277,180.0
1.8,960.0,5.2,772.0,109.0,838.0,1431.0,852.0,71.6,1.4997,180.0
1.8,890.0,3.2,666.0,109.0,969.0,1323.0,728.0,68.6,1.4818,180.0
1.8,860.0,2.7,632.0,109.0,1037.0,1322.0,713.0,72.3,1.4546,180.0
1.8,860.0,3.0,652.0,109.0,997.0,1326.0,734.0,73.9,1.4262,180.0
1.8,883.0,4.0,713.0,109.0,937.0,1351.0,777.0,70.3,1.4088,180.0
1.8,929.0,5.6,795.0,109.0,858.0,1373.0,815.0,71.8,1.3936,180.0
1.8,1100.0,11.1,1018.0,109.0,706.0,1573.0,1002.0,67.5,1.4044,180.0
1.8,1257.0,20.1,1299.0,109.0,550.0,1864.0,1302.0,67.0,1.4135,180.0
1.8,1402.0,23.6,1393.0,109.0,505.0,1967.0,1542.0,61.7,1.4193,180.0
1.8,1376.0,21.0,1324.0,109.0,527.0,1886.0,1571.0,52.6,1.4519,180.0
1.8,1374.0,21.8,1346.0,109.0,519.0,1910.0,1614.0,49.0,1.4586,180.0
1.8,1381.0,22.1,1355.0,109.0,516.0,1931.0,1583.0,44.7,1.459,180.0
1.8,1282.0,18.2,1247.0,109.0,561.0,1829.0,1285.0,44.5,1.4731,180.0
1.8,1188.0,14.2,1124.0,109.0,625.0,1655.0,1094.0,40.2,1.4217,180.0
1.8,1227.0,14.9,1147.0,109.0,612.0,1707.0,1113.0,39.8,1.4318,180.0
1.8,1364.0,21.1,1328.0,109.0,528.0,1898.0,1395.0,36.3,1.4291,180.0
1.8,1531.0,30.3,1558.0,109.0,451.0,2181.0,1620.0,37.5,1.4251,180.0
1.8,1694.0,41.6,1805.0,109.0,391.0,2523.0,1882.0,43.9,1.4562,180.0
1.8,1723.0,44.7,1866.0,109.0,378.0,2612.0,2006.0,49.6,1.486,180.0
1.8,1356.0,21.3,1331.0,109.0,520.0,1925.0,1643.0,53.0,1.4939,180.0
1.8,1084.0,10.0,979.0,109.0,699.0,1539.0,1239.0,55.1,1.4899,180.0
1.8,1039.0,8.9,936.0,109.0,731.0,1499.0,1121.0,59.3,1.4787,180.0
1.8,1011.0,7.4,875.0,109.0,787.0,1446.0,1012.0,60.9,1.4642,180.0
1.8,968.0,6.4,831.0,109.0,810.0,1425.0,961.0,63.1,1.4592,180.0
1.8,867.0,3.7,693.0,109.0,971.0,1335.0,825.0,63.4,1.4383,180.0
1.8,820.0,2.5,620.0,109.0,1081.0,1270.0,703.0,58.8,1.4305,180.0
1.8,826.0,2.7,631.0,109.0,1072.0,1280.0,752.0,69.8,1.4058,180.0
1.8,835.0,2.5,620.0,109.0,1053.0,1260.0,741.0,65.3,1.4023,180.0
1.8,887.0,4.1,717.0,109.0,955.0,1334.0,786.0,69.5,1.3889,180.0
1.8,990.0,7.8,889.0,109.0,763.0,1450.0,952.0,69.7,1.3714,180.0
1.8,1511.0,30.8,1569.0,109.0,476.0,2195.0,1601.0,70.1,1.3783,180.0
1.8,1352.0,26.4,1465.0,109.0,491.0,1998.0,1621.0,65.5,1.3787,180.0
1.8,1337.0,21.6,1339.0,109.0,525.0,1870.0,1622.0,58.5,1.4054,180.0
1.8,1435.0,22.8,1373.0,109.0,513.0,1910.0,1759.0,48.7,1.4269,180.0
1.8,1377.0,19.3,1276.0,109.0,539.0,1790.0,1666.0,43.8,1.4499,180.0
1.8,1562.0,30.4,1559.0,109.0,453.0,2130.0,1918.0,37.3,1.4423,180.0
1.8,1358.0,23.4,1389.0,109.0,516.0,1886.0,1525.0,38.0,1.4029,180.0
1.8,1301.0,17.1,1212.0,109.0,575.0,1717.0,1332.0,37.6,1.4282,180.0
1.8,1255.0,14.6,1136.0,109.0,611.0,1675.0,1183.0,37.3,1.4329,180.0
1.8,1410.0,21.6,1340.0,109.0,533.0,1841.0,1414.0,31.8,1.3908,180.0
1.8,1578.0,31.9,1595.0,109.0,459.0,2181.0,1680.0,33.1,1.3546,180.0
1.8,1700.0,40.5,1782.0,109.0,401.0,2403.0,2004.0,40.2,1.4158,180.0
1.8,1778.0,41.6,1805.0,109.0,380.0,2473.0,2094.0,47.5,1.5390000000000001,180.0
1.8,1539.0,23.9,1402.0,109.0,475.0,2018.0,1780.0,57.2,1.6774,180.0
1.8,1409.0,20.3,1304.0,109.0,500.0,1829.0,1640.0,60.8,1.6582,180.0
1.8,1231.0,12.8,1077.0,109.0,602.0,1580.0,1379.0,59.9,1.5492,180.0
1.8,1092.0,8.7,928.0,109.0,688.0,1470.0,1139.0,58.3,1.561,180.0
1.8,1036.0,6.8,850.0,109.0,760.0,1411.0,1001.0,60.2,1.5442,180.0
1.8,984.0,5.3,780.0,109.0,810.0,1377.0,910.0,61.4,1.5258,180.0
1.8,950.0,4.6,743.0,109.0,841.0,1377.0,895.0,68.4,1.5130000000000001,180.0
1.8,889.0,3.2,665.0,109.0,943.0,1310.0,805.0,65.1,1.49,180.0
1.8,865.0,2.8,636.0,109.0,992.0,1285.0,761.0,62.9,1.4495,180.0
1.8,917.0,3.6,686.0,109.0,933.0,1304.0,805.0,68.5,1.4291,180.0
1.8,997.0,6.2,823.0,109.0,804.0,1395.0,894.0,68.5,1.4067,180.0
1.8,1433.0,24.2,1409.0,109.0,506.0,1972.0,1439.0,70.5,1.4057,180.0
1.8,1516.0,32.0,1596.0,109.0,429.0,2183.0,1706.0,67.8,1.4091,180.0
1.8,1528.0,25.8,1449.0,109.0,473.0,2039.0,1756.0,61.2,1.4469999999999998,180.0
1.8,1347.0,16.2,1186.0,109.0,560.0,1713.0,1493.0,55.6,1.499,180.0
1.8,1392.0,17.7,1231.0,109.0,530.0,1771.0,1567.0,46.4,1.507,180.0
1.8,1359.0,16.5,1195.0,109.0,542.0,1784.0,1376.0,44.6,1.5467,180.0
1.8,1391.0,18.3,1249.0,109.0,518.0,1845.0,1399.0,46.4,1.5414,180.0
1.8,1335.0,14.6,1137.0,109.0,563.0,1729.0,1293.0,46.0,1.5478,180.0
1.8,1402.0,17.1,1213.0,109.0,530.0,1789.0,1348.0,43.9,1.5811,180.0
1.8,1406.0,17.2,1216.0,109.0,542.0,1772.0,1314.0,36.7,1.4936,180.0
1.8,1527.0,24.6,1419.0,109.0,476.0,1966.0,1507.0,37.3,1.4486,180.0
1.8,1559.0,26.9,1476.0,109.0,463.0,2022.0,1660.0,44.1,1.4331,180.0
1.8,1840.0,44.0,1852.0,109.0,360.0,2553.0,2143.0,49.5,1.5022,180.0
1.8,1666.0,31.0,1573.0,109.0,427.0,2195.0,1968.0,54.4,1.5386,180.0
1.8,1336.0,16.8,1204.0,109.0,542.0,1759.0,1490.0,57.9,1.5449,180.0
